bloque,descripcion,anyo_ini,anyo_fin,valor_ini,valor_fin,unidad,fmt,dec,var_pct,var_abs,pp,fuente,nota,invertir_color
crimen,Malos tratos en el ámbito familiar,2018,2024,72309.0,104625.0,hechos,num,0,44.69153217441813,32316.0,False,"Ministerio del Interior, Portal Estadístico de Criminalidad · años naturales completos · tabla 01001",,True
crimen,Delitos contra la libertad sexual,2018,2024,13782.0,22846.0,hechos,num,0,65.76694238862284,9064.0,False,"Ministerio del Interior, Portal Estadístico de Criminalidad · años naturales completos · tabla 01001","La LO 10/2022 reordenó los tipos penales sexuales; parte de la variación es reclasificación, no necesariamente más hechos.",True
crimen,Agresión sexual con penetración,2018,2024,2744.0,5222.0,hechos,num,0,90.3061224489796,2478.0,False,"Ministerio del Interior, Portal Estadístico de Criminalidad · años naturales completos · tabla 01001","La LO 10/2022 reordenó los tipos penales sexuales; parte de la variación es reclasificación, no necesariamente más hechos.",True
crimen,Tráfico de drogas,2018,2024,14133.0,21540.0,hechos,num,0,52.4092549352579,7407.0,False,"Ministerio del Interior, Portal Estadístico de Criminalidad · años naturales completos · tabla 01001",,True
crimen,Falsedades documentales,2018,2024,22399.0,45715.0,hechos,num,0,104.09393276485557,23316.0,False,"Ministerio del Interior, Portal Estadístico de Criminalidad · años naturales completos · tabla 01001",,True
crimen,Hechos esclarecidos,2018,2024,673594.0,888405.0,hechos,num,0,31.890278120054518,214811.0,False,"Ministerio del Interior, Portal Estadístico de Criminalidad · años naturales completos · tabla 02001",Un hecho esclarecido no es una condena ni una persona.,False
crimen,Tasa de esclarecimiento,2018,2024,31.607541206071176,36.1992840046842,%,num,1,14.527364747154214,4.591742798613026,True,Derivado: tabla 02001 ÷ tabla 01001,,False
crimen_nac,Detenidos e investigados (total),2018,2024,394824.0,577107.0,actuaciones,num,0,46.16816606893197,182283.0,False,"Ministerio del Interior, Portal Estadístico de Criminalidad · años naturales completos · tabla 03001",Actuaciones policiales sobre personas; una misma persona puede figurar más de una vez. No son condenas.,True
crimen_nac,Detenidos e investigados de nacionalidad española (por diferencia),2018,2024,295325.0,359730.0,actuaciones,num,0,21.808177431643095,64405.0,False,Derivado: tabla 03001 menos tabla 03005 (universo extranjeros),Incluye a las personas nacidas fuera que han adquirido la nacionalidad española.,True
crimen_nac,Detenidos e investigados de nacionalidad extranjera,2018,2024,99499.0,217377.0,actuaciones,num,0,118.4715424275621,117878.0,False,"Ministerio del Interior, Portal Estadístico de Criminalidad · años naturales completos · tablas 03005 y 03007","Nacionalidad declarada, no país de nacimiento.",True
crimen_nac,Peso de los extranjeros en el total de detenidos e investigados,2018,2024,25.20084898587725,37.666671865009434,%,num,1,49.46588460618182,12.465822879132183,True,Derivado: tabla 03005 ÷ tabla 03001,,True
crimen_nac,Peso de la población extranjera sobre la población total,2018,2024,9.813088500027977,13.373761394430796,%,num,1,36.28493612783241,3.5606728944028188,True,INE · tabla 56942,,False
crimen_nac,Detenidos e investigados españoles por 100.000 residentes españoles,2018,2024,702.0223663981253,854.1122884256923,por 100.000,num,0,21.6645408048602,152.089922027567,False,Derivado: tablas 03001/03005 ÷ población española (INE 56942),,True
crimen_nac,Detenidos e investigados extranjeros por 100.000 residentes extranjeros,2018,2024,2173.738268795597,3343.0878574629646,por 100.000,num,0,53.79440595280449,1169.3495886673677,False,Derivado: tabla 03005 ÷ población extranjera (INE 56942),"El denominador puede infravalorar a los residentes sin registro, lo que inflaría la tasa.",True
crimen_nac,Cociente entre ambas tasas (extranjera ÷ española),2018,2024,3.0963946062693446,3.914108136325934,veces,num,2,26.408569773405,0.8177135300565892,False,"Derivado: tasa extranjera ÷ tasa española (tablas 03001, 03005 e INE 56942)","Diferencia bruta: no está corregida por edad, sexo, territorio ni situación socioeconómica.",True
crimen_nac,Personas condenadas por sentencia firme (total),2018,2025,286637.0,306237.0,personas,num,0,6.837916947218958,19600.0,False,"INE, Estadística de Condenados · tabla 25645",,True
crimen_nac,Personas condenadas de nacionalidad española,2018,2025,218695.0,214875.0,personas,num,0,-1.7467248908296984,-3820.0,False,INE · tabla 25645,,True
crimen_nac,Personas condenadas de nacionalidad extranjera,2018,2025,67942.0,91362.0,personas,num,0,34.47057784580967,23420.0,False,INE · tabla 25645,,True
crimen_nac,Condenados españoles por 100.000 residentes españoles,2018,2025,519.8638158619758,508.9855521771364,por 100.000,num,0,-2.0925218014649416,-10.878263684839396,False,Derivado: tabla 25645 ÷ población española (INE 56942),,True
crimen_nac,Condenados extranjeros por 100.000 residentes extranjeros,2018,2025,1484.3176861929312,1321.7937401647084,por 100.000,num,0,-10.949404399072693,-162.52394602822278,False,Derivado: tabla 25645 ÷ población extranjera (INE 56942),,True
crimen_nac,"Delitos sexuales de personas condenadas (infracciones, no personas)",2018,2025,408.0,841.0,infracciones,num,0,106.12745098039214,433.0,False,"INE, Estadística de Condenados · tabla 28752",Cuenta infracciones asociadas a condenas firmes; el año de condena no es el de comisión.,True
crimen_nac,Detenidos e investigados menores de 14 a 17 años,2018,2024,18670.0,23622.0,actuaciones,num,0,26.52383502945903,4952.0,False,"Ministerio del Interior, Portal Estadístico de Criminalidad · años naturales completos · tablas 03003 y 03009",,True
publico,Ingresos totales de las administraciones públicas,2018,2024,472250.0,673734.0,millones €,num,0,42.66469031233457,201484.0,False,"Eurostat, cuentas de las administraciones públicas (SEC 2010) · los mismos datos que la IGAE notifica a la UE · gov_10a_main",,False
publico,Ingresos públicos sobre el PIB (presión fiscal en sentido amplio),2018,2024,39.0,42.3,%,num,1,8.461538461538453,3.299999999999997,True,"Eurostat, cuentas de las administraciones públicas (SEC 2010) · los mismos datos que la IGAE notifica a la UE · gov_10a_main","Media de la UE-27 en 2024: 46,0 %, frente a 39,0 % en 2018. España recauda menos que la media europea pero es de las que más ha subido.",False
publico,Ingresos públicos reales por habitante (euros de 2018),2018,2024,10124.328251624447,11611.047423655877,€ de 2018,num,0,14.68462040227594,1486.7191720314295,False,Derivado: gov_10a_main deflactado con el IPC (INE 50902) y dividido por la población (INE 56942),,False
publico,Impuestos sobre la renta y el patrimonio recaudados,2018,2024,127284.0,198711.0,millones €,num,0,56.116243989818045,71427.0,False,"Eurostat, cuentas de las administraciones públicas (SEC 2010) · los mismos datos que la IGAE notifica a la UE · partida D5 (recursos)","Es la partida que más crece. Pasa del 10,5 % al 12,5 % del PIB.",False
publico,Cotizaciones sociales recaudadas,2018,2024,149450.0,210337.0,millones €,num,0,40.74071595851456,60887.0,False,"Eurostat, cuentas de las administraciones públicas (SEC 2010) · los mismos datos que la IGAE notifica a la UE · partida D61 (recursos)",,False
publico,Impuestos sobre la producción y las importaciones,2018,2024,141184.0,176937.0,millones €,num,0,25.323691069809605,35753.0,False,"Eurostat, cuentas de las administraciones públicas (SEC 2010) · los mismos datos que la IGAE notifica a la UE · partida D2 (recursos)","IVA e impuestos especiales, principalmente. Pierde peso: del 11,6 % al 11,1 % del PIB.",False
publico,Gasto público total,2018,2024,503193.0,725001.0,millones €,num,0,44.080104452963376,221808.0,False,"Eurostat, cuentas de las administraciones públicas (SEC 2010) · los mismos datos que la IGAE notifica a la UE · gov_10a_exp",,False
publico,Gasto público total sobre el PIB,2018,2024,41.5,45.5,%,num,1,9.63855421686748,4.0,True,"Eurostat, cuentas de las administraciones públicas (SEC 2010) · los mismos datos que la IGAE notifica a la UE · gov_10a_exp",,False
publico,Déficit público (capacidad o necesidad de financiación),2018,2024,-2.6,-3.2,%,num,1,23.076923076923084,-0.6000000000000001,True,"Eurostat, cuentas de las administraciones públicas (SEC 2010) · los mismos datos que la IGAE notifica a la UE · gov_10a_main",Negativo significa déficit. El Estado gastó cada año más de lo que ingresó durante todo el periodo.,False
publico,Deuda pública,2018,2024,1209741.8,1620573.4,millones €,num,0,33.96027152240253,410831.59999999986,False,"Eurostat, cuentas de las administraciones públicas (SEC 2010) · los mismos datos que la IGAE notifica a la UE · gov_10dd_edpt1 (Protocolo de Déficit Excesivo)",,False
publico,Deuda pública sobre el PIB,2018,2024,99.8,101.6,%,num,1,1.8036072144288484,1.7999999999999972,True,"Eurostat, cuentas de las administraciones públicas (SEC 2010) · los mismos datos que la IGAE notifica a la UE · gov_10dd_edpt1","En euros la deuda crece un tercio, pero sobre el PIB apenas se mueve porque el PIB nominal creció mucho por la inflación.",False
publico,Gasto en protección social,2018,2024,203470.0,297532.0,millones €,num,0,46.22892809750822,94062.0,False,"Eurostat, cuentas de las administraciones públicas (SEC 2010) · los mismos datos que la IGAE notifica a la UE · clasificación funcional COFOG, función 10","Incluye pensiones, incapacidad, viudedad, desempleo, familia, vivienda social y exclusión social. No es solo «ayudas».",False
publico,Gasto en protección social real por habitante (euros de 2018),2018,2024,4362.090141573376,5127.629245451736,€ de 2018,num,0,17.549823113060082,765.53910387836,False,Derivado: COFOG función 10 deflactada con el IPC y dividida por la población,,False
publico,Gasto en sanidad,2018,2024,72146.0,102942.0,millones €,num,0,42.6856651789427,30796.0,False,"Eurostat, cuentas de las administraciones públicas (SEC 2010) · los mismos datos que la IGAE notifica a la UE · COFOG función 7",,False
publico,Gasto en sanidad real por habitante (euros de 2018),2018,2024,1546.701505646792,1774.0895425879994,€ de 2018,num,0,14.701481579415642,227.38803694120747,False,Derivado: COFOG función 7 deflactada con el IPC y dividida por la población,,False
publico,Gasto en educación,2018,2024,47764.0,65862.0,millones €,num,0,37.89046143539068,18098.0,False,"Eurostat, cuentas de las administraciones públicas (SEC 2010) · los mismos datos que la IGAE notifica a la UE · COFOG función 9",,False
publico,Gasto en educación real por habitante (euros de 2018),2018,2024,1023.9881728122608,1135.057463949902,€ de 2018,num,0,10.846735742328239,111.06929113764124,False,Derivado: COFOG función 9 deflactada con el IPC y dividida por la población,,False
publico,Gasto en pensiones de jubilación (vejez),2018,2024,112641.0,165050.0,millones €,num,0,46.52746335703697,52409.0,False,"Eurostat, cuentas de las administraciones públicas (SEC 2010) · los mismos datos que la IGAE notifica a la UE · COFOG 10.2","Es el 55,5 % de todo el gasto en protección social y explica por sí solo más de la mitad de su aumento.",False
publico,Gasto en prestaciones por desempleo,2018,2024,18647.0,24077.0,millones €,num,0,29.11996567812516,5430.0,False,"Eurostat, cuentas de las administraciones públicas (SEC 2010) · los mismos datos que la IGAE notifica a la UE · COFOG 10.5",,False
publico,Gasto en familia e hijos,2018,2024,9981.0,15294.0,millones €,num,0,53.231139164412376,5313.0,False,"Eurostat, cuentas de las administraciones públicas (SEC 2010) · los mismos datos que la IGAE notifica a la UE · COFOG 10.4",,False
publico,Gasto en exclusión social (partida donde se registra el Ingreso Mínimo Vital),2018,2024,4079.0,10878.0,millones €,num,0,166.6830105417995,6799.0,False,"Eurostat, cuentas de las administraciones públicas (SEC 2010) · los mismos datos que la IGAE notifica a la UE · COFOG 10.7","Es la partida que más crece en términos relativos, pero sigue siendo el 3,7 % del gasto en protección social.",False
publico,Gasto en orden público y seguridad,2018,2024,21542.0,28628.0,millones €,num,0,32.89388171943182,7086.0,False,"Eurostat, cuentas de las administraciones públicas (SEC 2010) · los mismos datos que la IGAE notifica a la UE · COFOG función 3",,False
servicios,Pacientes en espera para intervención quirúrgica,2018,2025,668288.0,853509.0,pacientes,num,0,27.715745307412366,185221.0,False,"Ministerio de Sanidad, Sistema de Información sobre Listas de Espera del SNS · corte a 31 de diciembre · 17 CCAA e INGESA",Espera estructural. La fuente original es PDF; la conversión a CSV es propia y reproducible con scripts/13_listas_espera.py.,False
servicios,Pacientes en espera quirúrgica por 1.000 habitantes,2018,2025,14.78,17.69,por 1.000 hab.,num,2,19.688768606224638,2.910000000000002,False,"Ministerio de Sanidad, Sistema de Información sobre Listas de Espera del SNS · corte a 31 de diciembre · 17 CCAA e INGESA",Corrige por el crecimiento de la población: es la medida comparable en el tiempo.,False
servicios,Tiempo medio de espera para intervención quirúrgica,2018,2025,129.0,121.0,días,num,0,-6.2015503875969,-8.0,False,"Ministerio de Sanidad, Sistema de Información sobre Listas de Espera del SNS · corte a 31 de diciembre · 17 CCAA e INGESA",,False
servicios,Pacientes que esperan más de 6 meses para operarse,2018,2025,20.0,21.6,%,num,1,8.000000000000007,1.6000000000000014,True,"Ministerio de Sanidad, Sistema de Información sobre Listas de Espera del SNS · corte a 31 de diciembre · 17 CCAA e INGESA",,False
servicios,"Pacientes en espera de primera consulta con especialista, por 1.000 habitantes",2018,2025,62.48,84.42,por 1.000 hab.,num,2,35.11523687580027,21.940000000000005,False,"Ministerio de Sanidad, Sistema de Información sobre Listas de Espera del SNS · corte a 31 de diciembre · 17 CCAA e INGESA","El SISLE no publica el número absoluto de pacientes en consultas externas, solo la tasa.",False
