Contabilidad Regional de España - Revisión Estadística 2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cifras de Población a 1 de Julio,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comunidad Autónoma,2018,,,,2019,,,,2020,,,,2021,,,,2022,,,,2023 (P),,,,2024 (A),,
ARAGÓN,1315.9,0.02816844124207435,0.0004561696951266292,,1324.4,0.028126181303862147,0.006459457405577851,,1331.5,0.028123409279563374,0.005360918151615657,,1330.7,0.028105384101987884,-0.0006008261359369271,,1334.8,0.02793286736701126,0.003081085143157747,,1346.4,0.027845509539320617,0.008690440515433107,,1352.5,0.027683056127524225,0.004530600118835437
Huesca,220.5,0.004720070897391438,0.00045372050816694376,,221.6,0.004706102217559537,0.0049886621315191615,,223,0.004710116612348954,0.00631768953068601,,224.3,0.00473738457509272,0.005829596412556093,,226,0.004729418658184405,0.007579135086937194,,227.7,0.004709167054443927,0.007522123893805244,,229.3,0.004693327001878969,0.00702678963548542
Teruel,134,0.0028684331077118035,-0.004457652303120341,,133.8,0.0028415003461618508,-0.0014925373134327957,,134,0.0028302942872410757,0.001494768310911665,,134,0.002830180709150354,0,,134.6,0.002816724563679739,0.004477611940298498,,135.2,0.0027961325681195386,0.004457652303120341,,135.6,0.0027754694350405062,0.002958579881656931
Zaragoza,961.4,0.020579937236971105,0.0012497396375754644,,969,0.020578578740140758,0.007905138339920903,,974.5,0.020582998379973343,0.005675954592363253,,972.5,0.02053993089290089,-0.0020523345305284435,,974.1,0.020384631482024025,0.0016452442159382574,,983.6,0.020342278062147768,0.009752592136331062,,987.6,0.02021425969060475,0.004066693777958541
"ASTURIAS, PRINCIPADO DE",1023.6,0.021911403948162704,-0.005537744097930619,,1019.2,0.02164467229303556,-0.00429855412270419,,1014.6,0.021429974506229816,-0.0045133437990581005,,1007.3,0.02127493304721755,-0.007194953676325722,,1005.5,0.021041727702674422,-0.0017869552268440225,,1007.8,0.02084276924667804,0.002287419194430651,,1011.9,0.020711633638034573,0.004068267513395618
"BALEARS, ILLES",1148,0.0245743373705459,0.012613566199170867,,1166.1,0.024764376335271555,0.015766550522648082,,1179.5,0.02491292620746902,0.011491295772232402,,1182.3,0.02497106457036167,0.002373887240356032,,1198.5,0.025080567530238983,0.013702106064450659,,1220.8,0.025247918928700687,0.018606591572799314,,1238.3,0.025345603255240847,0.014334862385321001
CANARIAS,2139.2,0.04579217988072455,0.008866251650631929,,2163,0.04593546523728014,0.011125654450261813,,2180.4,0.04605353480522718,0.008044382801664307,,2176.9,0.04597776407275676,-0.0016052100532012448,,2199.3,0.04602394006612816,0.01028986172998314,,2225.9,0.046034848249831964,0.012094757422816294,,2248.4,0.04602039437865099,0.010108270811806541
"Palmas, Las",1115.5,0.02387863531083968,0.007223476297968379,,1125.3,0.023897909862002468,0.00878529807261308,,1134,0.023951893445756565,0.007731271660890382,,1129.6,0.02385800096310627,-0.0038800705467373353,,1139.8,0.02385217427698489,0.009029745042492987,,1152.9,0.023843648208469057,0.01149324442884736,,1165.8,0.023861668638423466,0.011189175123601292
Santa Cruz de Tenerife,1023.7,0.02191354456988488,0.010762243285939999,,1037.7,0.022037555375277674,0.013675881605939244,,1046.4,0.022101641359470608,0.008383925990170571,,1047.3,0.02211976310965049,0.0008600917431191846,,1059.5,0.022171765789143264,0.011649002196123304,,1073,0.022191200041362907,0.012741859367626285,,1082.6,0.022158725740227522,0.008946877912395124
CANTABRIA,581.2,0.012441293449269407,0.000344234079173944,,582.3,0.012366260475112448,0.0018926359256707936,,583.1,0.012316004469330382,0.0013738622703074466,,584.6,0.012347191362457441,0.002572457554450347,,586.9,0.01228183986941782,0.003934314060896282,,589.6,0.012193785223101184,0.00460044300562279,,592.1,0.01211914050506994,0.004240162822252369
CASTILLA Y LEÓN,2408.6,0.05155901480025858,-0.005368351503138413,,2400.5,0.050979234536334246,-0.0033629494312048536,,2389.2,0.050463724709525204,-0.0047073526348677674,,2376.7,0.0501976902346093,-0.005231876778838074,,2379.6,0.04979701167706022,0.001220179240122965,,2387.7,0.049381107491856674,0.0034039334341906535,,2395.6,0.049033293352382275,0.0033086233613939253
Ávila,159.3,0.00341001040342157,-0.008094645080946372,,158.8,0.0033724234302728094,-0.003138731952291307,,158.1,0.0033393248269612988,-0.004408060453400586,,159.1,0.003360311573327025,0.006325110689437086,,159.4,0.0033357050182061692,0.0018856065367693908,,160.1,0.003311100770384158,0.004391468005018773,,160.6,0.0032871710270464993,0.0031230480949406836
Burgos,356.4,0.007629175817824528,-0.002239641657334812,,356.7,0.0075752105640951575,0.0008417508417508657,,356.5,0.007529850100010772,-0.0005606952621249883,,354.5,0.007487306428311945,-0.005610098176718092,,356.1,0.007451973381325075,0.004513399153737829,,358.6,0.007416369370766765,0.007020499859589968,,361,0.00738897098856654,0.006692693809258188
León,461.8,0.009885391112994859,-0.009012875536480669,,458.1,0.009728634593249207,-0.00801212646167171,,454,0.009589206017966033,-0.008950010914647533,,450.4,0.009512786502994922,-0.007929515418502286,,448.9,0.009393964759553007,-0.003330373001776188,,448.2,0.009269427640763146,-0.0015593673423924814,,447.8,0.009165598916011349,-0.0008924587237839621
Palencia,161.4,0.0034549634595872026,-0.00676923076923075,,160.6,0.003410649892328798,-0.00495662949194553,,159.8,0.0033752315455307753,-0.004981320049813109,,158.3,0.0033434149720783664,-0.009386733416770987,,157.9,0.0033043150713598125,-0.0025268477574226234,,157.9,0.003265601571790497,0,,158.3,0.003240094480581948,0.002533248891703588
Salamanca,332.5,0.007117567226225184,-0.0047889853337325095,,331.2,0.00703366901830198,-0.0039097744360903075,,328.7,0.006942669643404041,-0.007548309178743939,,326.2,0.006889589159140638,-0.0076057195010648115,,326.7,0.006836730423136483,0.001532801961986463,,327.3,0.006769039863502404,0.0018365472910928382,,327.8,0.006709431274382581,0.001527650473571729
Segovia,153.5,0.0032858543435355363,-0.0032467532467532756,,153.5,0.003259867736441286,0,,153.1,0.0032337168311687213,-0.002605863192182478,,153.6,0.0032441474397424956,0.003265839320705455,,154.5,0.003233164525174737,0.005859375,,156,0.0032263068093686988,0.009708737864077666,,157.3,0.0032196264169017086,0.008333333333333304
Soria,88.9,0.0019030127110117863,-0.004479283314669513,,89,0.0018900861794350129,0.0011248593925758943,,88.8,0.0018755980052761754,-0.0022471910112359383,,88.4,0.001867074437976801,-0.0045045045045044585,,88.9,0.0018603775164274057,0.005656108597285048,,89.8,0.0018571945607776226,0.01012373453318327,,90.1,0.001844172537589599,0.0033407572383072903
Valladolid,520.4,0.011139795442188228,-0.001343312224141302,,520.4,0.011051694918853714,0,,520,0.010983231562428055,-0.000768639508070712,,517.8,0.010936325158194428,-0.004230769230769371,,519.7,0.010875570250701043,0.0036693704132870764,,523.2,0.010820536683728867,0.006734654608427926,,526.7,0.010780529140382264,0.0066896024464830894
Zamora,174.4,0.003733244283469691,-0.013016411997736177,,172.2,0.003656998203356283,-0.012614678899082632,,170.2,0.003594896176779336,-0.011614401858304313,,168.4,0.003556734562842684,-0.010575793184488758,,167.4,0.003503118068053405,-0.005938242280285055,,166.6,0.0034455302207745202,-0.004778972520908087,,166,0.003397698570919794,-0.0036014405762304635
CASTILLA - LA MANCHA,2032.1,0.043499574016277284,-0.0009832358291136378,,2040.7,0.04333818950980933,0.004232075193149942,,2045.9,0.04321267971840684,0.002548145244279043,,2050.9,0.043316549376093,0.002443912214673327,,2071.2,0.043343238605449294,0.009898093519917994,,2094.3,0.04331316891577478,0.011152954808806737,,2113.3,0.04325515897545061,0.009072243709115302
Albacete,387.8,0.008301331038586848,-0.0030848329048842604,,387.7,0.008233555188392746,-0.0002578648788035265,,386.8,0.008169834554513792,-0.0023213825122516685,,386.1,0.00815472217763397,-0.0018097207859358866,,386.7,0.00809232829699075,0.0015540015540014274,,388.3,0.00803060855178119,0.004137574347039097,,389.6,0.007974357609821396,0.0033479268606748658
Ciudad Real,496.3,0.010623905607144539,-0.008787697223886504,,494.8,0.010508029680724094,-0.003022365504735003,,492.4,0.010400275425653025,-0.004850444624090566,,491.3,0.010376625241832605,-0.002233956133224968,,491.4,0.010283346586866447,0.00020354162426206024,,492.4,0.01018354790341761,0.0020350020350019538,,493.7,0.010105083038934351,0.002640129975629568
Cuenca,198.1,0.004240571631624689,-0.007017543859649145,,197.4,0.00419216867214013,-0.0035335689045935537,,196.3,0.00414616991481659,-0.005572441742654477,,196.3,0.004146003531389661,0,,197.5,0.004133009668103629,0.006113092205807469,,198.7,0.004109404891163849,0.006075949367088551,,199.3,0.0040792850914717765,0.003019627579265327
Guadalajara,257.2,0.005505679069428925,0.006653620352250478,,260.8,0.005538589613445521,0.013996889580093486,,263.7,0.005569765698100534,0.01111963190184051,,266.6,0.005630792366115556,0.010997345468335418,,271.7,0.005685765705436738,0.019129782445611365,,277.7,0.005743239749754408,0.022083179977916867,,282.8,0.005788368408771794,0.018365142239827215
Toledo,692.7,0.014828086669492287,0.004786771105309118,,700,0.014865846355106842,0.010538472643279784,,706.7,0.014926634125322897,0.009571428571428564,,710.7,0.01501051813427729,0.005660110372152305,,723.7,0.01514460302180555,0.01829182496130577,,737.1,0.015244299674267102,0.018515959651789426,,747.9,0.015308064826451287,0.0146520146520146
CATALUÑA,7571,0.1620664705857169,0.01005923475105397,,7673,0.16295091297533543,0.01347246070532293,,7729.9,0.16326784933540886,0.007415613189104553,,7734.5,0.16335845294718968,0.0005950917864396832,,7831.9,0.16389528313732055,0.012592927791065911,,7957.1,0.16456439687710048,0.015985903803674706,,8066.4,0.1651035888702857,0.013736160158851707
Barcelona,5581.5,0.11947880142308531,0.01126954505100275,,5659.7,0.1201946151657117,0.01401057063513389,,5693.7,0.12026004912883964,0.006007385550470978,,5685.8,0.12008836922453048,-0.0013874984632136211,,5748.5,0.12029673963085423,0.011027471947659073,,5837.5,0.12072798717749858,0.015482299730364524,,5918.9,0.12114842211697088,0.01394432548179858
Girona,760.1,0.016270865710236882,0.008893018316963097,,770.2,0.016356678375290416,0.013287725299302666,,779.9,0.01647273518372623,0.012594131394442876,,785.3,0.016586126200714726,0.006923964610847433,,799.6,0.0167329343322312,0.018209601426206534,,814.9,0.016853316788170206,0.019134567283641823,,825.4,0.016894339761669867,0.012885016566449803
Lleida,431,0.009226079622565577,0.0027919962773381712,,434.4,0.009225319509512017,0.007888631090487097,,438.1,0.009253372591345637,0.008517495395948593,,438.3,0.009257225409108958,0.00045651677699143356,,444.1,0.009293516929644667,0.013232945471138624,,449.5,0.009296313530841219,0.012159423553253612,,454,0.009292500910828835,0.010011123470522909
Tarragona,798.4,0.017090723829829135,0.006682637750598852,,808.7,0.01717429992482129,0.012900801603206391,,818.1,0.01727958027158152,0.011623593421540734,,825,0.01742462003767942,0.008434176751008327,,839.7,0.017572092244590467,0.017818181818181955,,855.2,0.017686779380590458,0.018458973442896376,,868.1,0.017768326080816105,0.015084190832553857
COMUNITAT VALENCIANA,4962,0.10621764985422366,0.004392445802886336,,5015.1,0.10650529436499476,0.010701330108827234,,5055.7,0.10678446886570675,0.008095551434667225,,5072.7,0.10713923644258956,0.0033625412900291085,,5162.2,0.10802745574017494,0.0176434640329608,,5267.7,0.10894369474174034,0.020437022974700625,,5367.5,0.10986233180368671,0.018945649904132722
Alicante/Alacant,1841.8,0.039425970878982086,0.00491051942383236,,1865.8,0.039623851613369065,0.01303073080681938,,1881.5,0.03974028881674689,0.008414621074070094,,1891.9,0.03995834987792206,0.005527504650544746,,1931.4,0.04041769555936885,0.020878481949363037,,1974.3,0.04083139444702963,0.022211867039453104,,2011.8,0.04117765051190627,0.018994073848959125
Castellón/Castelló,576.6,0.012342824850049448,0.0036553524804177062,,581.5,0.012349270936420898,0.008498092265001755,,585.4,0.012364584147394967,0.00670679277730013,,588,0.01241900191776424,0.004441407584557577,,597.7,0.01250784748671159,0.01649659863945585,,609.6,0.012607414301225377,0.01990965367241082,,621,0.012710667545428867,0.01870078740157477
Valencia/València,2543.6,0.05444885412519212,0.004184761152783212,,2567.7,0.05453004812286834,0.009474760182418551,,2588.8,0.054679595901564904,0.008217470888343792,,2592.8,0.05476188464690328,0.0015451174289244918,,2633.1,0.0551019126940945,0.015543042270903973,,2683.8,0.055504885993485346,0.019254870684744407,,2734.7,0.05597401374635157,0.01896564572620907
EXTREMADURA,1069.4,0.022891808696917933,-0.0053018323876846685,,1065.6,0.0226300655371455,-0.0035533944267815976,,1062.5,0.022441699105922707,-0.002909159159159125,,1058.4,0.022354203451975637,-0.0038588235294116924,,1055.6,0.022090151927342736,-0.002645502645502784,,1054.5,0.02180859314409803,-0.0010420613868888928,,1053.9,0.021571292312604646,-0.000568990042674189
Badajoz,674.1,0.014429931029168112,-0.00413650465356763,,672.1,0.014273336193239013,-0.002966918854769296,,671.3,0.014178929515111446,-0.001190299062639566,,668.9,0.014127670719034865,-0.0035751526888126994,,667,0.013958063031013268,-0.0028404843773358612,,666,0.013773848301535599,-0.0014992503748125774,,665.4,0.01361944957283151,-0.0009009009009008917
Cáceres,395.3,0.008461877667749822,-0.007282772476142618,,393.5,0.008356729343906489,-0.004553503668100256,,391.1,0.008260657430895409,-0.006099110546378572,,389.4,0.008224420657784686,-0.004346714395295437,,388.6,0.00813208889632947,-0.0020544427324087344,,388.5,0.008034744842562433,-0.0002573340195574092,,388.5,0.007951842739773132,0
GALICIA,2699,0.05777538028144894,-0.0013690013690013103,,2698.7,0.05731208508360976,-0.00011115227862179555,,2698.8,0.05700297180900161,3.705487827487808e-05,,2691,0.05683594245017615,-0.0028901734104046506,,2696.1,0.05642029046164148,0.001895206243032188,,2702.6,0.05589369732692208,0.0024108898037906723,,2710.7,0.055482780218025815,0.0029971138903277517
"Coruña, A",1118.9,0.023951416449393564,0.0002681923833365296,,1119.9,0.023783230475834506,0.0008937349182231991,,1121.3,0.023683649136443417,0.0012501116171086402,,1117.9,0.023610888169844635,-0.003032194773923025,,1121.5,0.02346921692545934,0.0032203238214507657,,1126.2,0.02329145338917326,0.004190815871600639,,1132.1,0.02317189489239939,0.005238856331024611
Lugo,329.5,0.007053348574559995,-0.0075301204819276935,,328.2,0.006969958248208665,-0.003945371775417317,,326.5,0.006896202125255307,-0.005179768433881793,,324.6,0.0068557959566433214,-0.005819295558958548,,324.3,0.006786506508182313,-0.0009242144177449285,,324.7,0.006715268083346259,0.0012334258402713072,,325.4,0.0066603079215500054,0.0021558361564519846
Ourense,308,0.006593114904292803,-0.0061310100032268,,306.7,0.00651336439587324,-0.004220779220779236,,305.7,0.006456872862758185,-0.003260515161395472,,304.2,0.00642493262480252,-0.004906771344455385,,304.4,0.006370066546687314,0.0006574621959236637,,304.5,0.006297502714440825,0.0003285151116951823,,305,0.006242759422473115,0.0016420361247948545
Pontevedra,942.5,0.02017535973148041,0.0002122466305847226,,943.8,0.02004340827135691,0.0013793103448276334,,945.4,0.01996835984446054,0.0016952744225471328,,944.4,0.019946437774041748,-0.0010577533319230392,,946,0.019796593144435607,0.0016941973739941218,,947.3,0.01959154128535236,0.0013742071881606144,,948.2,0.019407817981603306,0.0009500686160668348
"MADRID, COMUNIDAD DE",6565.5,0.14054251916926752,0.012210351047592605,,6661.4,0.14146764129986958,0.014606656004873875,,6728.8,0.14212301641781902,0.010117993214639576,,6717.7,0.14188287276014427,-0.0016496254904292407,,6807.6,0.14246013476750513,0.013382556529764722,,6940.6,0.1435416989814384,0.01953698807215476,,7066,0.1446273379645739,0.018067602224591583
"MURCIA, REGIÓN DE",1482.5,0.03173471703121455,0.004199688410214675,,1499,0.031834148123293084,0.011129848229342265,,1513.8,0.03197387680616075,0.009873248832555026,,1521.4,0.032133111424636936,0.0050204782666138925,,1540.7,0.032241660737454485,0.012685684238201711,,1560.1,0.032265136239077605,0.0125916791068994,,1576.9,0.03227608961737002,0.010768540478174549
"NAVARRA, COMUNIDAD FORAL DE",648.8,0.013888353733458344,0.008863318301974621,,655.7,0.013925050650062224,0.01063501849568449,,661,0.013961377043778738,0.008082964770474321,,661.3,0.013967153007172606,0.00045385779122542047,,668.3,0.013985267651613443,0.010585210948132362,,675.2,0.013964117677472727,0.01032470447403866,,680.9,0.013936704559875227,0.008441943127962093
PAÍS VASCO,2190.2,0.04688389695903278,0.0037580201649862754,,2203,0.04678494217185768,0.005844215140169862,,2213.9,0.046761108377037446,0.004947798456650165,,2204.2,0.046554360590367244,-0.004381408374362072,,2211.1,0.04627087431465283,0.0031303874421559907,,2222,0.045954190579597744,0.004929673013432279,,2233.9,0.045723607455287515,0.005355535553555502
Araba/Álava,328.6,0.007034082979060438,0.007048728164265938,,331.3,0.007035792710638424,0.008216676810712142,,333.4,0.007041941159449064,0.006338665861756576,,332.9,0.007031098194598156,-0.0014997000599880073,,335.1,0.007012514125476081,0.006608591168519196,,337.5,0.006979990693345742,0.0071620411817368,,340.1,0.00696118845764953,0.007703703703703768
Bizkaia,1144.7,0.02450369685371419,0.002364273204903622,,1150.1,0.02442458556144054,0.004717393203459208,,1155.1,0.02439755918800124,0.0043474480479959166,,1148.6,0.024259295242761915,-0.005627218422647351,,1151,0.02408655254677102,0.0020895002611875935,,1156.3,0.023913965151750167,0.004604691572545505,,1162.9,0.023802311253750777,0.005707861281674331
Gipuzkoa,716.9,0.01534611712625815,0.0044836766148239615,,721.7,0.015326687592115156,0.006695494490166043,,725.4,0.015321608029587135,0.0051267839822639605,,722.7,0.015263967153007173,-0.003722084367245526,,725,0.015171807642405725,0.0031825100318250144,,728.2,0.015060234734501837,0.004413793103448249,,730.9,0.014960107743887213,0.0037077725899477
"RIOJA, LA",314.9,0.006740817803122738,0.00222788033099941,,317,0.006732104706526956,0.006668783740870099,,319.1,0.006739902291482293,0.0066246056782335305,,319.2,0.006741743898214874,0.0003133813851456946,,321,0.006717448625120328,0.005639097744360999,,323.2,0.006684245902486945,0.006853582554517068,,325.6,0.006664401534286054,0.007425742574257432
CEUTA,85.2,0.0018238097072913856,0.001175088131609936,,84.8,0.0018008911013043716,-0.0046948356807512415,,84.5,0.0017847751288945588,-0.003537735849056589,,83.1,0.001755134454704436,-0.016568047337278125,,83.1,0.0017390030552881595,0,,83.1,0.0017186288196060183,0,,83.4,0.001707036510931993,0.0036101083032491488
MELILLA,86.2,0.0018452159245131157,0.0023255813953488857,,86.3,0.0018327464863510292,0.001160092807424462,,86.6,0.0018291304871274412,0.0034762456546928444,,85.8,0.0018121604839186596,-0.009237875288683584,,85.2,0.0017829489808730591,-0.006993006993006978,,85.7,0.0017724005997621633,0.005868544600938996,,86.4,0.0017684407019727122,0.008168028004667427
Total Nacional,46715.4,1,0.004405456832328181,,47087.8,1,0.007971675293372282,,47344.9,1,0.0054600129969970546,,47346.8,1,4.013103840128096e-05,,47786,1,0.009276234085513702,,48352.5,1,0.011854936592307297,,48856.6,1,0.01042552091412019
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nota: Cifra de Población a 1 de Julio. Fuente: Estadística Continua de Población. Unidades: Miles de personas. ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
     Volver a Índice,,,,,,,,,,,,,,,,,,,,,,,,,,,
